RowNumber,CustomerId,Surname,CreditScore,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age,Geography_Germany,Geography_Spain,churn_predicted
144,15713483,Greeves,1.474117551675979,1,-1.0417596792253108,-1.2258476714090278,1,1,0,1.0265349700017272,1,52,False,True,1
152,15759618,Alexeeva,-1.1953505817601309,0,1.378685672134612,-1.2258476714090278,1,1,0,0.8660165822462607,1,48,False,False,1
156,15679145,Chou,0.5739480648196164,1,0.6871298574603482,-1.2258476714090278,1,1,0,-1.4284904131059215,1,57,False,True,1
165,15658929,Taverner,0.33597222346678485,1,-1.7333154938995745,0.917023097210928,1,1,0,-0.7739444273935077,1,29,False,True,1
167,15724623,Taubman,0.553254513397631,0,0.6871298574603482,0.5857640737952617,1,1,0,1.0853038803358548,1,24,True,False,1
169,15574692,Pinto,0.17042381209090204,0,-1.0417596792253108,-1.2258476714090278,2,1,0,-1.0323675845006035,1,39,False,True,1
173,15651022,Yost,-1.764423245864728,1,1.7244635794717436,0.8514029849951331,1,1,0,-1.645304473616344,1,44,True,False,1
180,15625426,Ashbolt,1.0705932989472646,0,-0.695981771888179,1.3642743139905127,1,1,0,-1.5999513512644048,1,55,True,False,1
185,15719377,Cocci,1.5879320844968983,0,-0.35020386455104724,-1.2258476714090278,1,1,1,-1.5918477291267017,1,50,False,False,1
191,15726931,Onwumelu,0.6670690462185503,0,1.03290776479748,-0.3248861527211708,2,0,0,-0.12359458145631622,1,41,False,False,1
203,15600974,He,-1.3919393202689916,1,-0.004425957213915414,-1.2258476714090278,1,0,1,0.8008624308302812,1,50,False,True,1
204,15727868,Onuora,0.6256819433745797,0,-1.0417596792253108,0.8420029253965462,2,1,1,-1.4905048065433082,1,38,False,False,1
207,15755262,McDonald,-0.4400359548576657,0,-0.695981771888179,0.21280716107124767,1,0,0,1.7252410187234168,1,41,False,True,1
209,15684181,Hackett,-0.07789880497292212,1,-0.004425957213915414,-1.2258476714090278,1,1,0,0.7376981027721351,1,45,False,False,1
216,15723488,Watson,0.18077058780189473,1,0.6871298574603482,0.486716380968435,1,0,1,1.0062802619076607,1,47,True,False,1
219,15659366,Shih,1.6189724116298765,1,-1.3875375865624426,0.46980954413708825,2,1,0,-1.1338011037779958,1,43,False,False,1
220,15774854,Fuller,-0.6055843662335485,1,1.03290776479748,-1.2258476714090278,1,1,1,-1.2407491968688078,1,54,False,False,1
224,15733247,Stevenson,2.063883767202561,1,1.7244635794717436,-1.2258476714090278,1,1,0,-1.655928805305314,1,33,False,False,1
225,15568748,Poole,0.21181091493487275,1,0.3413519501232164,0.36987891788493843,1,1,1,0.15271385850025657,1,45,True,False,1
228,15676895,Cattaneo,-1.0711892732282189,0,0.3413519501232164,-0.03028705722492545,3,1,1,-0.24942295602052555,1,39,True,False,1
229,15637753,O'Sullivan,1.0395529718142866,1,-1.0417596792253108,0.3269930992702747,1,1,0,-0.39792971760578516,1,50,True,False,1
236,15772896,Dumetochukwu,1.1637142803461988,1,0.3413519501232164,0.37943956911397964,1,1,0,-1.1585821687718605,1,42,True,False,1
238,15764866,Synnot,-1.1539634789161601,0,-0.695981771888179,0.6368309301110705,3,1,0,-0.7700941548435521,1,43,True,False,1
239,15794056,Johnston,0.18077058780189473,0,-1.0417596792253108,-1.2258476714090278,3,1,0,-0.1920055188260537,1,46,False,False,1
244,15596175,McIntosh,0.08764960640296066,1,0.3413519501232164,0.6559208194358506,1,1,1,-0.9567280395117869,1,67,True,False,1
250,15772423,Liao,0.9153916632823745,1,1.03290776479748,0.8002696161776889,1,1,0,0.5969732668103787,1,54,True,False,1
269,15717398,Fielding,-1.0504957218062334,0,0.6871298574603482,-1.2258476714090278,1,0,0,-0.32745209749482185,1,39,False,True,1
272,15619955,Bevington,0.8533110090164185,1,-0.695981771888179,0.3822797330693523,3,1,0,-0.896073465934424,1,34,True,False,1
277,15694456,Toscani,1.09128685036925,1,-0.695981771888179,-1.2258476714090278,1,1,1,-1.545729142960974,1,62,False,False,1
280,15782210,K'ung,0.6567222705075577,1,-1.3875375865624426,-1.2258476714090278,1,1,0,0.9055765589924837,1,46,False,False,1
283,15643024,Huang,-1.7747700215757207,1,-0.35020386455104724,0.9974155559043845,1,1,1,-0.9188078455379458,1,35,True,False,1
294,15590241,Chuang,1.029206196103294,0,1.378685672134612,0.5823669678081234,1,0,0,0.8748630624967544,1,34,False,True,1
298,15684173,Chang,0.3773593263107555,0,0.6871298574603482,-1.2258476714090278,3,1,0,0.9696677207915411,1,44,False,True,1
307,15594898,Hewitt,0.8326174575944332,1,-1.0417596792253108,-1.2258476714090278,1,1,1,1.2162686179467892,1,43,False,False,1
309,15773972,Balashov,-0.3779553005917097,1,-0.35020386455104724,0.9715405900573596,1,1,0,0.4708289341022226,1,50,False,False,1
317,15662736,Doyle,-0.9470279646963067,1,-1.0417596792253108,1.1312556979300177,1,1,0,0.3556153272765612,1,49,False,False,1
323,15694408,Lung,1.0188594203923014,1,-1.3875375865624426,1.0065748883283776,1,1,0,1.439203780617404,1,40,False,False,1
328,15736008,Hunter,-0.06755202926192945,0,1.378685672134612,0.30379994954340417,1,1,0,0.1507767238147493,1,46,False,False,1
339,15636624,Nwabugwu,1.598278860207891,0,-0.004425957213915414,1.42298674230153,1,1,0,-1.495113065636722,1,39,False,True,1
340,15807923,Young,0.6774158219295431,0,1.7244635794717436,0.6220989719476547,1,1,0,-0.9835712661066778,1,39,True,False,1
341,15745844,Kerr,-0.0882455806839148,0,0.3413519501232164,0.8497028292906812,2,0,1,-0.2432896815597959,1,40,True,False,1
358,15661629,Ricci,-1.3298586660030356,1,1.378685672134612,0.8005605082029131,1,1,0,1.289538389911001,1,34,False,True,1
362,15696674,Robinson,-0.07789880497292212,0,-1.0417596792253108,1.191728383603591,1,0,1,-1.700127471896294,1,45,True,False,1
377,15583456,Gardiner,0.9774723175483306,1,1.7244635794717436,0.6530364206601134,3,1,1,0.38761439259903685,1,45,True,False,1
380,15629677,Distefano,0.3773593263107555,0,-1.0417596792253108,-1.2258476714090278,3,0,0,1.531281669701828,1,39,False,True,1
393,15573456,Cunningham,-0.026164926417958756,1,1.378685672134612,0.8129448154652344,2,1,0,-0.3944571341525014,1,46,False,True,1
400,15646372,Outhwaite,-0.3572617491697243,0,-1.3875375865624426,0.9513134170901598,1,1,0,1.45633351138353,1,66,False,False,1
401,15690452,Tung,-0.4710762819906437,1,-1.3875375865624426,-0.21053433394577611,1,1,0,0.15297451962176253,0,52,False,False,1
407,15578045,Mitchell,-1.1643102546271529,0,1.378685672134612,1.0409310796248918,1,0,0,1.2813782535208031,1,49,False,True,1
414,15801559,Chiang,0.4394399805767116,0,1.378685672134612,1.6824552166027027,3,1,1,1.5274357444020643,1,41,True,False,1
417,15720559,Heath,-1.6919958158877793,0,-0.004425957213915414,0.5430327565096978,1,0,0,-1.5425050483286589,1,61,True,False,1
421,15810418,T'ang,1.09128685036925,0,-0.695981771888179,0.6320931564704877,1,1,0,-0.11417704642061534,1,60,True,False,1
423,15674551,Fitch,-1.1953505817601309,1,0.6871298574603482,0.5652859163038186,1,1,0,-1.5991258953979683,1,40,True,False,1
430,15806467,Boyle,-0.8539069832973727,1,-1.3875375865624426,0.3653658443101213,1,0,0,0.6001065908586872,1,40,True,False,1
431,15597602,Nwachinemelu,-0.3262214220367463,1,-0.695981771888179,0.9850341335216523,1,1,1,-0.4803233243827338,1,57,True,False,1
434,15595039,Manna,-1.0918828246502041,0,1.03290776479748,0.6133284571838237,1,1,0,0.6253119474712807,1,37,True,False,1
445,15787470,Parkinson,-1.0091086189622627,1,-0.695981771888179,0.6417616701419399,1,0,0,0.7931810136312147,1,47,False,True,1
449,15694860,Uspensky,0.25319801777884343,0,0.3413519501232164,-0.13494968735847984,1,0,0,0.6727241014041078,1,38,False,False,1
459,15707362,Yin,-1.412632871690977,1,-1.3875375865624426,0.30564370814295294,1,0,1,1.7247061330598068,1,43,True,False,1
464,15773792,Evans,0.11868993353593868,0,-0.35020386455104724,0.920989486103629,1,1,1,-0.8931783711966312,1,32,False,False,1
468,15593782,Brookes,1.7120933930288105,0,-0.004425957213915414,0.8717602980860145,3,1,0,-0.4900997683942773,1,38,True,False,1
472,15683625,Hare,0.5429077376866382,1,-1.3875375865624426,1.174405483027075,1,1,0,-1.3817446056825076,1,37,False,False,1
476,15591986,Johnston,-0.30552787061476094,1,0.3413519501232164,1.035230717828112,1,0,0,-1.1391437003738243,1,46,True,False,1
485,15676519,George,-0.367608524880717,1,1.378685672134612,-1.2258476714090278,2,1,0,0.8718429408434428,1,61,False,True,1
494,15725679,Hsia,-1.2367376846041016,0,0.3413519501232164,-1.2258476714090278,1,0,0,1.6503570258179512,1,47,False,False,1
495,15585865,Westerberg,0.2325044663568581,0,-1.0417596792253108,1.4997532278937877,2,0,0,0.6053302466892654,1,38,False,False,1
500,15677020,Selezneva,-0.8332134318753873,0,1.03290776479748,-1.2258476714090278,1,0,1,0.28541749618794804,1,58,False,False,1
503,15714485,Udinese,1.277528813167118,1,-0.004425957213915414,0.15074554782848712,1,1,0,-0.4513273394928178,1,60,False,False,1
515,15682048,Pisano,-0.4710762819906437,0,-0.695981771888179,0.9568647267748411,1,1,1,-0.5734831570949163,1,51,False,False,1
517,15752081,Vassiliev,-1.88858455439664,0,1.7244635794717436,-1.2258476714090278,3,0,1,-0.6578844979004886,1,56,False,False,1
521,15671256,Macartney,2.063883767202561,0,-1.3875375865624426,2.168282241890982,1,1,0,1.5386462593069092,1,35,False,False,1
529,15653849,Lu,-0.812519880453402,0,-0.695981771888179,1.2235431562532828,1,1,0,-1.0725266123232693,1,48,True,False,1
536,15776780,He,-0.4400359548576657,1,-1.3875375865624426,-1.2258476714090278,1,1,0,-0.5119426139284458,1,59,False,False,1
539,15794142,Ferreira,-0.8952940861413433,0,-0.004425957213915414,0.6161695827657259,3,0,1,-1.4229290628804372,1,62,True,False,1
540,15762729,Ukaegbunam,0.9774723175483306,0,-1.3875375865624426,0.554305102961547,1,1,0,-0.46627353343255984,1,28,True,False,1
544,15705953,Kodilinyechukwu,0.7291497004845064,1,-1.7333154938995745,1.4877362619657994,1,1,0,0.1562942537582995,1,51,False,True,1
545,15802593,Little,-1.5161006288009038,0,0.6871298574603482,-1.2258476714090278,3,0,1,-0.21332999824734092,1,49,False,False,1
552,15657284,Day,0.24285124206785078,1,0.3413519501232164,0.4874813548727853,1,1,1,-1.7043140477210945,1,47,True,False,1
556,15775318,Lu,-0.6262779176555339,0,-0.695981771888179,1.257761033600613,3,0,1,1.5970411322345262,1,51,False,True,1
558,15634844,Miller,-0.5435037119675924,1,-0.695981771888179,0.2412246674627127,1,1,0,1.588981504268765,1,41,True,False,1
564,15665956,Pendergrass,-1.4643667502459403,0,-1.3875375865624426,-1.2258476714090278,1,1,0,-0.5015970279217797,1,46,False,False,1
567,15651674,Billson,-2.1989878257264204,0,-1.0417596792253108,-1.2258476714090278,1,0,0,1.5940989133046535,1,54,False,True,1
572,15730076,Osborne,0.004875400715019266,1,-1.3875375865624426,-1.2258476714090278,1,1,0,-0.5625369550017382,1,45,False,False,1
574,15607312,Ch'ang,-0.026164926417958756,0,1.7244635794717436,-1.2258476714090278,2,1,1,1.0389152429882067,1,49,False,True,1
582,15737741,McKay,-0.4503827305686584,0,-1.0417596792253108,0.5120017094816851,2,0,1,0.1599988064818226,1,33,False,True,1
585,15803689,Begum,-0.036511702128951426,0,-1.3875375865624426,0.6932667076131006,2,0,0,-0.7848652415455649,1,51,True,False,1
586,15718057,Onyinyechukwuka,1.1326739532132206,0,-1.0417596792253108,0.3920362355682691,1,0,0,1.3828526369499992,1,51,False,False,1
587,15722010,Zuyev,-0.30552787061476094,1,1.378685672134612,1.5066436025210306,1,1,0,-1.1216282815706735,1,53,False,True,1
590,15591047,Ma,-1.3608989931360136,0,0.3413519501232164,1.2951527593091106,2,0,0,0.8205554741995548,1,47,False,True,1
599,15637476,Alexandrova,0.33597222346678485,0,-0.004425957213915414,1.3777351621527965,1,0,0,-1.5801117186186606,1,57,True,False,1
601,15683503,Hudson,-0.5124633848346144,0,1.03290776479748,-1.2258476714090278,3,0,1,0.1882517593689404,1,43,False,False,1
616,15745295,Gether,0.7912303547504624,0,-1.7333154938995745,-1.2258476714090278,1,1,0,0.3766596698954826,1,31,False,True,1
618,15766575,Larionova,-0.398648852013695,0,1.03290776479748,1.0298930495041048,1,1,0,1.623222359570196,1,62,True,False,1
631,15712403,McMillan,-0.6366246933665265,0,-1.3875375865624426,-1.2258476714090278,1,1,0,-0.6778524613718976,1,61,False,False,1
632,15811762,Pickering,-0.6987053476324826,0,0.3413519501232164,0.6331184106222014,1,1,0,-0.7396630557202883,1,54,True,False,1
635,15738181,Douglas,2.063883767202561,1,0.3413519501232164,-0.13606469331962925,2,0,0,-0.8687609102088164,1,31,False,False,1
641,15784844,K'ung,1.0498997475252794,1,-0.004425957213915414,0.6342598613129166,1,1,0,0.9829678719186253,1,48,False,True,1
644,15640078,Chambers,0.09799638211395333,0,-0.004425957213915414,0.9399755197632048,1,1,0,1.2797045621969245,1,39,True,False,1
645,15698786,Marcelo,1.7431337201617885,0,1.378685672134612,0.9074073127275192,1,1,0,-1.2701583444169615,1,39,False,False,1
646,15569807,Ejimofor,0.2325044663568581,0,1.03290776479748,-0.5501915623872038,1,1,0,-1.3822803607961567,1,34,False,False,1
654,15664610,Campbell,-1.9817055357955742,1,-0.35020386455104724,0.9216970829583758,1,1,1,-1.4050865569728483,1,48,True,False,1
678,15715142,Repina,0.9153916632823745,1,0.6871298574603482,0.4201944233389004,1,0,1,0.8296761789921533,1,45,True,False,1
686,15600337,Dobie,0.10834315782494601,1,-1.0417596792253108,1.6401345138453067,1,0,0,-1.2299530618522543,1,42,False,True,1
688,15579334,Watkins,1.2257949346121548,0,-0.004425957213915414,0.8043832942005176,1,1,0,0.41783108534283653,1,45,True,False,1
689,15802741,Mitchel,-0.26414076777079026,0,0.6871298574603482,0.9585666454612641,1,1,0,-1.0646029663435104,1,51,False,False,1
698,15620204,Walker,-1.1125763760721894,0,-1.3875375865624426,0.4752428943007971,2,1,1,0.3576409719759756,1,57,True,False,1
706,15580148,Welch,1.029206196103294,1,-0.004425957213915414,1.4713033467424903,3,1,0,-1.3848295883086823,1,40,True,False,1
711,15722548,Fisher,-1.1436167032051676,1,-1.7333154938995745,1.148031272740065,1,0,0,0.2935826753883684,0,48,False,False,1
715,15807609,Yuan,-0.005471374995973408,0,-0.695981771888179,0.1621881021760873,3,1,0,-1.4509543937475076,1,25,False,True,1
721,15721658,Fleming,0.2221576906458654,0,-1.0417596792253108,2.1361158344736086,2,1,1,0.8799561269315683,1,56,False,True,1
722,15578761,Cunningham,-1.9817055357955742,0,0.3413519501232164,0.8518145611498307,2,1,1,1.3492609130472217,1,42,False,True,1
730,15612525,Preston,-1.567834507355867,0,-1.3875375865624426,-1.2258476714090278,1,0,0,0.5439651585405398,1,57,False,False,1
735,15612966,Milani,-1.0918828246502041,0,0.6871298574603482,0.8413459742056952,1,0,1,1.3360659653747817,1,60,True,False,1
744,15641675,Kirillova,-0.40899562772468767,0,-1.0417596792253108,0.19920864004413316,3,0,0,1.066724428575736,1,49,False,False,1
763,15637876,Burns,0.12903670924693136,0,0.3413519501232164,0.012302580418600818,1,0,0,-1.117630550294209,1,36,True,False,1
765,15672056,Kenenna,0.615335167663587,1,-1.0417596792253108,1.0192348618625369,3,1,1,1.0053963789986453,1,43,True,False,1
768,15677921,Bobrov,0.7188029247735137,1,1.378685672134612,0.632024720715793,2,0,0,0.9992039819353056,1,60,True,False,1
770,15685329,McKenzie,-1.2367376846041016,0,-1.3875375865624426,0.6127134970181014,1,0,1,-1.3143178857562146,1,63,False,False,1
771,15584091,Pitts,0.9464319904153525,0,-1.0417596792253108,0.8536462994177586,2,0,0,-0.9184631955427325,1,36,True,False,1
775,15789158,Nikitina,-0.15032623494987085,1,0.3413519501232164,0.5948277243795532,2,1,0,1.02241847185002,1,49,True,False,1
777,15712551,Shen,-0.29518109490376826,0,0.6871298574603482,0.6480779537309718,1,1,0,0.353437876600446,1,58,True,False,1
778,15628936,Archer,0.4290932048657189,1,1.378685672134612,0.6804982305521772,1,0,0,-1.4611280025365823,1,28,False,True,1
785,15571221,Bergamaschi,0.9981658689703159,1,0.6871298574603482,0.638322573129673,1,1,1,1.5755497184058707,1,58,True,False,1
806,15756026,Hooper,1.443077224543001,0,1.378685672134612,-1.2258476714090278,1,0,0,-1.4852020307592377,1,46,False,True,1
814,15775306,Ni,-2.374883012813296,1,1.03290776479748,0.7356175413350926,3,1,1,-0.19254596896990983,1,28,True,False,1
818,15806438,Chiabuotu,-0.7297456747654606,0,-1.0417596792253108,0.7507974571902452,1,0,0,0.05957193645886491,1,42,True,False,1
824,15757811,Lloyd,0.8429642333054258,0,1.378685672134612,0.9771334099539049,1,0,1,0.1885315483912908,1,69,False,True,1
838,15589488,Ch'eng,0.36701255059976284,0,-0.004425957213915414,0.5634520945117429,1,1,1,-0.3397179508562508,0,56,True,False,1
839,15585888,Nwokezuike,-1.0091086189622627,0,-0.695981771888179,-1.2258476714090278,1,0,1,-1.2060887449788558,1,48,False,True,1
841,15707567,Esposito,0.8429642333054258,1,0.3413519501232164,1.1035124520069377,1,0,0,-0.14179234464958637,1,50,True,False,1
842,15737792,Abbie,1.7327869444507957,0,-1.3875375865624426,1.7679580792169878,1,0,0,1.359165861774438,0,31,False,False,1
844,15672012,Jen,1.2671820374561256,0,-0.004425957213915414,-1.2258476714090278,1,1,0,-1.2489361123201876,1,41,False,True,1
852,15794048,Wan,0.17042381209090204,0,-1.3875375865624426,0.3309282353007618,2,0,0,0.22999614239158572,1,48,True,False,1
857,15693864,Iheanacho,-0.8642537590083653,0,-0.004425957213915414,0.9371071480962953,1,1,0,-0.10670586224082877,1,49,True,False,1
860,15809087,Landry,-0.5435037119675924,1,-1.3875375865624426,-1.2258476714090278,2,1,0,1.661433123746863,1,64,False,False,1
861,15807663,McGregor,0.17042381209090204,1,1.03290776479748,1.8229485320449277,1,1,0,-0.044901875712729654,1,43,False,False,1
862,15809100,Nucci,-1.0608424975172261,0,-1.0417596792253108,1.5380075325993965,1,1,0,1.530119562780531,1,32,False,False,1
868,15756804,O'Loghlen,-0.15032623494987085,0,-1.3875375865624426,1.51211878343878,1,1,0,0.18119408562740663,1,48,False,False,1
869,15646810,Quinn,-0.4917698334126291,1,0.3413519501232164,0.5070416398416608,2,1,0,0.14603439552541744,1,44,True,False,1
872,15692750,McGregor,-0.22275366492681956,0,0.6871298574603482,0.8547657929693798,3,1,0,-1.5801852740919073,1,45,True,False,1
881,15585362,Simmons,1.0188594203923014,0,0.3413519501232164,-1.2258476714090278,1,1,0,-1.4278379777971222,1,60,False,False,1
882,15571928,Fraser,0.2945851206228141,0,-0.35020386455104724,-1.2258476714090278,3,1,0,0.26163960264836433,1,43,False,False,1
884,15743007,Seabrook,-0.07789880497292212,0,-0.35020386455104724,-0.5023129788305071,1,1,0,-0.6811793249987492,1,45,False,False,1
894,15772781,Ball,0.5429077376866382,0,-0.695981771888179,-1.2258476714090278,3,1,1,-0.39639409494800104,1,51,False,False,1
895,15669987,Sung,0.8015771304614552,0,1.03290776479748,0.7917241220217998,2,1,0,-0.7952202176126456,1,35,True,False,1
899,15654700,Fallaci,-1.319511890292043,0,-1.0417596792253108,0.4244222143765831,1,1,0,0.4975316575709116,1,40,False,False,1
901,15642041,Burns,0.7912303547504624,1,-1.3875375865624426,0.2655010894752537,2,1,0,-0.49080332736533333,1,40,True,False,1
905,15794580,Ch'en,-0.5331569362565998,1,-0.35020386455104724,-1.2258476714090278,1,0,0,1.3270748086379016,1,58,False,False,1
906,15675964,Chukwukadibia,0.2221576906458654,0,1.378685672134612,-1.2258476714090278,1,1,1,-0.14019968606928462,1,45,False,False,1
908,15724848,Oluchukwu,-1.3919393202689916,0,-1.3875375865624426,0.4561608582593427,1,1,0,0.2729900990093884,1,46,False,False,1
917,15792328,James,-1.8161571244196912,1,0.3413519501232164,-1.2258476714090278,1,1,1,-0.7492979532655838,1,39,False,False,1
922,15743411,Chiawuotu,-0.42968917914667304,1,-1.3875375865624426,-1.2258476714090278,1,1,0,-1.3501235772367193,1,61,False,True,1
923,15753337,Yeates,-0.9884150675402774,1,-0.004425957213915414,-1.2258476714090278,3,1,0,1.5481888212581294,1,51,False,False,1
934,15737795,Scott,-1.4333264231129623,1,-1.3875375865624426,-1.2258476714090278,1,0,1,0.6154318650151627,1,36,False,True,1
937,15613630,Tang,1.2878755888781108,1,1.03290776479748,0.535893961695624,1,1,1,-0.056808472318300315,1,52,False,False,1
943,15804586,Lin,-2.840487919807966,0,0.3413519501232164,-1.2258476714090278,1,1,0,0.9954063980576762,1,46,False,False,1
947,15745324,Milani,-0.5331569362565998,0,-0.35020386455104724,-1.2258476714090278,1,1,0,1.6377475658013554,1,39,False,True,1
948,15741336,Ejimofor,0.6670690462185503,0,-0.004425957213915414,0.674813735593137,1,1,1,-1.6416272216240257,1,38,False,False,1
950,15620981,Wickham,0.3463189991777775,0,-0.695981771888179,-0.05091026005125985,1,0,0,-1.371329637562779,1,48,False,False,1
955,15660429,Ch'in,0.1497302606689167,0,-1.0417596792253108,1.2803371396376138,2,0,1,0.9856902938787961,1,42,False,True,1
964,15731815,Nepean,-1.2574312360260869,1,-0.35020386455104724,0.31490417162364975,3,1,0,0.15028826678318832,1,63,False,True,1
977,15570060,Palerma,-0.6676650204995045,0,1.03290776479748,0.8986779876333753,1,1,0,-0.5745918797838565,1,43,False,False,1
984,15807008,McGregor,-0.3779553005917097,0,0.3413519501232164,0.8272294570212665,1,0,0,-0.5327294254459994,1,35,True,False,1
988,15613749,Lees,-0.84356020758638,1,-1.7333154938995745,1.207696672941983,1,1,0,0.03842221649529184,1,34,False,True,1
990,15681206,Hsing,0.7394964761954991,0,-0.695981771888179,1.469874529990493,1,1,0,0.7073033466604757,1,49,False,False,1
1004,15701301,Murphy,-0.0468584778399441,0,-0.695981771888179,1.5814591081556812,2,0,0,-0.5732416238742547,1,42,False,False,1
1006,15701602,Ayers,-1.3402054417140283,1,-0.004425957213915414,0.6412673941056909,3,0,0,-0.805061000927029,1,52,True,False,1
1009,15569050,Farrell,-2.1369071714604644,1,0.3413519501232164,-1.2258476714090278,1,1,0,0.520272123324702,1,45,False,False,1
1016,15686936,McGregor,0.2635447934898361,0,-0.004425957213915414,0.21073725996613873,1,1,1,1.2084127890700234,1,37,False,False,1
1019,15602010,Zikoranaudodimma,2.063883767202561,0,-0.004425957213915414,0.4395269630913332,1,1,0,-0.6956840122090028,1,45,True,False,1
1043,15593969,Abramovich,-0.21240688921582687,0,0.6871298574603482,0.9455558385148649,1,1,0,0.7093140368192299,1,39,False,True,1
1048,15793949,Cheng,0.7808835790394698,0,-0.35020386455104724,-1.2258476714090278,1,1,0,0.24222565274141028,1,48,False,False,1
1050,15705860,McKenzie,-0.20206011350483422,1,-0.695981771888179,0.5042699116409829,1,1,0,-0.8284227756782446,1,40,True,False,1
1058,15706534,Enyinnaya,-0.7193988990544679,0,-1.3875375865624426,0.7446715756540874,1,0,0,1.3939273437588495,1,47,False,False,1
1063,15631189,Riggs,-0.38830207630270236,1,1.378685672134612,-0.15024195324651524,1,1,0,-0.3742738948515899,1,38,True,False,1
1066,15692744,Davison,-1.4333264231129623,1,-0.35020386455104724,1.2129833750599173,2,0,0,-1.068744330766315,1,36,False,False,1
1067,15688963,Ingram,0.8326174575944332,0,1.7244635794717436,-1.2258476714090278,1,1,1,-1.3057659751787234,1,52,False,False,1
1069,15680303,Gibson,-0.5848908148115631,1,0.3413519501232164,-1.2258476714090278,1,1,0,-1.4035302414041508,1,57,False,False,1
1070,15628674,Iadanza,2.001803112936605,1,0.6871298574603482,0.5907953037984813,1,1,0,-1.185685187038219,1,40,False,False,1
